Scientific_Name,Duration,Active_Growth_Period,Foliage_Color,pH_Min,pH_Max,Precip_Min,Precip_Max,Shade_Tolerance,Temp_Min_F
Menziesia,,,,,,,,,
Menziesia pilosa,Perennial,,,,,,,,
Mercurialis,,,,,,,,,
Mercurialis annua,Annual,,,,,,,,
Mertensia,,,,,,,,,
Mertensia virginica,Perennial,Spring,Green,4.5,8,26,54,Tolerant,-28
Micranthemum,,,,,,,,,
Micranthemum micranthemoides,Annual,,,,,,,,
Microstegium,,,,,,,,,
Microstegium vimineum,Annual,,,,,,,,
Microthlaspi,,,,,,,,,
Microthlaspi perfoliatum,Annual,,,,,,,,
Mikania,,,,,,,,,
Mikania scandens,Perennial,Summer,Green,5.7,8.7,30,60,Tolerant,-38
Milium,,,,,,,,,
Milium effusum,Perennial,,,,,,,,
Milium effusum var. cisatlanticum,Perennial,,,,,,,,
Mimosa,,,,,,,,,
Mimosa pudica,"Annual, Perennial",,,,,,,,
Mimosa pudica var. pudica,"Annual, Perennial",,,,,,,,
Mimulus,,,,,,,,,
Mimulus alatus,Perennial,Spring,Green,6.2,7.8,24,60,Tolerant,-23
Mimulus ringens,Perennial,,,,,,,,
Mimulus ringens var. ringens,Perennial,,,,,,,,
Minuartia,,,,,,,,,
Minuartia caroliniana,Perennial,,,,,,,,
Minuartia glabra,Perennial,,,,,,,,
Minuartia michauxii,"Annual, Perennial",,,,,,,,
Minuartia michauxii var. michauxii,"Annual, Perennial",,,,,,,,
Mirabilis,,,,,,,,,
Mirabilis jalapa,Perennial,,,,,,,,
Mirabilis nyctaginea,Perennial,,,,,,,,
Miscanthus,,,,,,,,,
Miscanthus sinensis,Perennial,Spring and Summer,Green,4.6,7.5,24,55,Intolerant,-18
Mitchella,,,,,,,,,
Mitchella repens,Perennial,,,,,,,,
Mitella,,,,,,,,,
Mitella diphylla,Perennial,,,,,,,,
Modiola,,,,,,,,,
Modiola caroliniana,"Annual, Biennial, Perennial",,,,,,,,
Moehringia,,,,,,,,,
Moehringia lateriflora,Perennial,,,,,,,,
Moenchia,,,,,,,,,
Moenchia erecta,Annual,,,,,,,,
Mollugo,,,,,,,,,
Mollugo gracillima,"Annual, Perennial",,,,,,,,
Mollugo nudicaulis,"Annual, Perennial",,,,,,,,
Mollugo verticillata,Annual,,,,,,,,
Monarda,,,,,,,,,
Monarda clinopodia,Perennial,,,,,,,,
Monarda didyma,Perennial,,,,,,,,
Monarda fistulosa,Perennial,Spring,Gray-Green,6,8,20,60,Intermediate,-32
Monarda fistulosa ssp. fistulosa,Perennial,,,,,,,,
Monarda fistulosa ssp. fistulosa var. fistulosa,Perennial,,,,,,,,
Monarda fistulosa ssp. fistulosa var. mollis,Perennial,,,,,,,,
Monarda media,Perennial,,,,,,,,
Monarda punctata,"Annual, Biennial, Perennial",,,,,,,,
Monarda punctata ssp. punctata,"Annual, Biennial, Perennial",,,,,,,,
Monarda punctata ssp. punctata var. punctata,"Annual, Biennial, Perennial",,,,,,,,
Monotropa,,,,,,,,,
Monotropa hypopithys,Perennial,,,,,,,,
Monotropa uniflora,Perennial,,,,,,,,
Monotropsis,,,,,,,,,
Monotropsis odorata,Perennial,,,,,,,,
Montia,,,,,,,,,
Montia linearis,Annual,,,,,,,,
Morella,,,,,,,,,
Morella caroliniensis,Perennial,Spring,Dark Green,4.5,7,44,60,Tolerant,-13
Morella cerifera,Perennial,Spring and Summer,Green,5.4,9.1,34,60,Intolerant,-3
Morella pensylvanica,Perennial,Spring,Green,5.5,7.8,32,65,Intolerant,-28
Morus,,,,,,,,,
Morus alba,Perennial,Spring and Summer,Green,5,7,30,60,Intermediate,-18
Morus rubra,Perennial,Spring and Summer,Green,5,7,35,60,Tolerant,-33
Morus rubra var. rubra,Perennial,,,,,,,,
Muhlenbergia,,,,,,,,,
Muhlenbergia asperifolia,Perennial,"Spring, Summer, Fall",Yellow-Green,6,8.4,12,40,Tolerant,-18
Muhlenbergia bushii,Perennial,,,,,,,,
Muhlenbergia capillaris,Perennial,Spring and Summer,Yellow-Green,5.8,6.8,30,90,Intolerant,7
Muhlenbergia frondosa,Perennial,"Spring, Summer, Fall",Green,5.9,7.9,36,50,Tolerant,-38
Muhlenbergia glabriflora,Perennial,,,,,,,,
Muhlenbergia glomerata,Perennial,"Spring, Summer, Fall",Green,5.3,7.5,30,50,Intermediate,-33
Muhlenbergia mexicana,Perennial,"Spring, Summer, Fall",Green,5.5,7.5,20,50,Intermediate,-33
Muhlenbergia schreberi,Perennial,Spring,Green,4.5,7.5,26,55,Tolerant,-33
Muhlenbergia sobolifera,Perennial,,,,,,,,
Muhlenbergia sylvatica,Perennial,"Spring, Summer, Fall",Green,5.9,7.5,28,45,Intermediate,-28
Muhlenbergia tenuiflora,Perennial,,,,,,,,
Muhlenbergia torreyana,Perennial,,,,,,,,
Muhlenbergia uniflora,Perennial,Spring and Summer,Green,4.8,6.8,35,60,Intolerant,-33
Murdannia,,,,,,,,,
Murdannia keisak,Perennial,,,,,,,,
Muscari,,,,,,,,,
Muscari botryoides,Perennial,,,,,,,,
Muscari neglectum,Perennial,,,,,,,,
Myosotis,,,,,,,,,
Myosotis arvensis,Annual,,,,,,,,
Myosotis discolor,"Annual, Perennial",,,,,,,,
Myosotis laxa,"Annual, Biennial, Perennial",,,,,,,,
Myosotis macrosperma,Annual,,,,,,,,
Myosotis scorpioides,Perennial,Spring and Summer,Green,5.5,7.5,24,55,Intermediate,-33
Myosotis stricta,Annual,,,,,,,,
Myosotis verna,"Annual, Biennial",,,,,,,,
Myosoton,,,,,,,,,
Myosoton aquaticum,Perennial,,,,,,,,
Myriophyllum,,,,,,,,,
Myriophyllum aquaticum,Perennial,,,,,,,,
Myriophyllum heterophyllum,Perennial,,,,,,,,
Myriophyllum humile,Perennial,,,,,,,,
Myriophyllum sibiricum,Perennial,,,,,,,,
Myriophyllum spicatum,Perennial,,,,,,,,
Myriophyllum tenellum,Perennial,,,,,,,,
Myriophyllum verticillatum,Perennial,,,,,,,,
Najas,,,,,,,,,
Najas flexilis,Annual,"Spring, Summer, Fall",Green,6.5,7.5,,,Intermediate,47
Najas gracillima,Annual,,,,,,,,
Najas guadalupensis,Annual,Summer,Gray-Green,5.2,9.6,,,Intolerant,-36
Najas guadalupensis ssp. guadalupensis,Annual,,,,,,,,
Nama,,,,,,,,,
Nama hispidum,Annual,,,,,,,,
Narcissus,,,,,,,,,
Narcissus ?incomparabilis,Perennial,,,,,,,,
Narcissus jonquilla,Perennial,,,,,,,,
Narcissus ?medioluteus,Perennial,,,,,,,,
Narcissus poeticus,Perennial,,,,,,,,
Narcissus pseudonarcissus,Perennial,,,,,,,,
Nasturtium,,,,,,,,,
Nasturtium officinale,Perennial,,,,,,,,
Nelumbo,,,,,,,,,
Nelumbo lutea,Perennial,Summer,Green,4.6,8.7,,,Intolerant,-36
Nelumbo nucifera,Perennial,,,,,,,,
Nemophila,,,,,,,,,
Nemophila aphylla,Annual,,,,,,,,
Neobeckia,,,,,,,,,
Neobeckia aquatica,Perennial,,,,,,,,
Nepeta,,,,,,,,,
Nepeta cataria,Perennial,,,,,,,,
Nicandra,,,,,,,,,
Nicandra physalodes,Annual,,,,,,,,
Nicotiana,,,,,,,,,
Nicotiana alata,Perennial,,,,,,,,
Nicotiana glauca,Perennial,,,,,,,,
Nicotiana longiflora,"Annual, Perennial",,,,,,,,
Nicotiana obtusifolia,"Annual, Biennial, Perennial",,,,,,,,
Nicotiana obtusifolia var. obtusifolia,"Annual, Biennial, Perennial",,,,,,,,
Nicotiana plumbaginifolia,Annual,,,,,,,,
Nicotiana tabacum,"Annual, Perennial",,,,,,,,
Nigella,,,,,,,,,
Nigella damascena,Annual,,,,,,,,
Nuphar,,,,,,,,,
Nuphar lutea,Perennial,,,,,,,,
Nuphar lutea ssp. advena,Perennial,,,,,,,,
Nuphar lutea ssp. variegata,Perennial,,,,,,,,
Nuttallanthus,,,,,,,,,
Nuttallanthus canadensis,"Annual, Biennial",,,,,,,,
Nymphaea,,,,,,,,,
Nymphaea odorata,Perennial,,,,,,,,
Nymphaea odorata ssp. odorata,Perennial,,,,,,,,
Nymphaea odorata ssp. tuberosa,Perennial,,,,,,,,
Nymphoides,,,,,,,,,
Nymphoides aquatica,Perennial,,,,,,,,
Nymphoides cordata,Perennial,,,,,,,,
Nymphoides peltata,Perennial,,,,,,,,
Nyssa,,,,,,,,,
Nyssa biflora,Perennial,Spring and Summer,Green,4.5,5.7,40,60,Intolerant,-18
Nyssa sylvatica,Perennial,Spring and Summer,Green,4.5,6,40,60,Tolerant,-18
Obolaria,,,,,,,,,
Obolaria virginica,Perennial,,,,,,,,
Oclemena,,,,,,,,,
Oclemena acuminata,Perennial,,,,,,,,
Oclemena nemoralis,Perennial,,,,,,,,
Oenanthe,,,,,,,,,
Oenanthe aquatica,Perennial,,,,,,,,
Oenothera,,,,,,,,,
Oenothera argillicola,Biennial,,,,,,,,
Oenothera biennis,Biennial,"Spring, Summer, Fall",Green,5,7,20,55,Intolerant,-28
Oenothera fruticosa,Perennial,Spring and Summer,Green,4.5,7,32,62,Tolerant,-33
Oenothera fruticosa ssp. fruticosa,Perennial,,,,,,,,
Oenothera fruticosa ssp. glauca,Perennial,,,,,,,,
Oenothera grandis,Annual,,,,,,,,
Oenothera humifusa,Perennial,,,,,,,,
Oenothera laciniata,"Annual, Perennial",,,,,,,,
Oenothera nutans,Biennial,,,,,,,,
Oenothera oakesiana,Biennial,,,,,,,,
Oenothera parviflora,Biennial,,,,,,,,
Oenothera perennis,Perennial,,,,,,,,
Oenothera villosa,"Biennial, Perennial",,,,,,,,
Oenothera villosa ssp. villosa,"Biennial, Perennial",,,,,,,,
Oldenlandia,,,,,,,,,
Oldenlandia uniflora,Annual,,,,,,,,
Oligoneuron,,,,,,,,,
Oligoneuron rigidum,Perennial,,,,,,,,
Oligoneuron rigidum var. rigidum,Perennial,Spring and Summer,Green,5,7.5,14,60,Intermediate,-43
Onoclea,,,,,,,,,
Onoclea sensibilis,Perennial,,,,,,,,
Ononis,,,,,,,,,
Ononis repens,Perennial,,,,,,,,
Ononis spinosa,Perennial,,,,,,,,
Onopordum,,,,,,,,,
Onopordum acanthium,Biennial,,,,,,,,
Onosmodium,,,,,,,,,
Onosmodium bejariense,Perennial,,,,,,,,
Onosmodium bejariense var. hispidissimum,Perennial,,,,,,,,
Onosmodium virginianum,Perennial,,,,,,,,
Ophioglossum,,,,,,,,,
Ophioglossum pusillum,Perennial,,,,,,,,
Ophioglossum vulgatum,Perennial,,,,,,,,
Oplismenus,,,,,,,,,
Oplismenus hirtellus,Perennial,,,,,,,,
Oplismenus hirtellus ssp. undulatifolius,Perennial,,,,,,,,
Opuntia,,,,,,,,,
Opuntia humifusa,Perennial,,,,,,,,
Orbexilum,,,,,,,,,
Orbexilum pedunculatum,Perennial,,,,,,,,
Orbexilum pedunculatum var. pedunculatum,Perennial,,,,,,,,
Orbexilum pedunculatum var. psoralioides,Perennial,,,,,,,,
Origanum,,,,,,,,,
Origanum vulgare,Perennial,,,,,,,,
Ornithogalum,,,,,,,,,
Ornithogalum nutans,Perennial,,,,,,,,
Ornithogalum umbellatum,Perennial,,,,,,,,
Orobanche,,,,,,,,,
Orobanche minor,Annual,,,,,,,,
Orobanche uniflora,Annual,,,,,,,,
Orontium,,,,,,,,,
Orontium aquaticum,Perennial,,,,,,,,
Orthilia,,,,,,,,,
Orthilia secunda,Perennial,,,,,,,,
Orthocarpus,,,,,,,,,
Orthocarpus bracteosus,Annual,,,,,,,,
Oryzopsis,,,,,,,,,
Oryzopsis asperifolia,Perennial,,,,,,,,
Osmorhiza,,,,,,,,,
Osmorhiza claytonii,Perennial,,,,,,,,
Osmorhiza longistylis,Perennial,,,,,,,,
Osmunda,,,,,,,,,
Osmunda cinnamomea,Perennial,Spring and Fall,Green,4.5,7,40,60,Tolerant,-33
Osmunda cinnamomea var. cinnamomea,Perennial,,,,,,,,
Osmunda cinnamomea var. glandulosa,Perennial,,,,,,,,
Osmunda claytoniana,Perennial,"Spring, Summer, Fall",Dark Green,4,6,32,55,Tolerant,-38
Osmunda regalis,Perennial,"Spring, Summer, Fall",Dark Green,4,6,32,55,Tolerant,-38
Osmunda regalis var. spectabilis,Perennial,Spring,Green,4.3,5.2,35,60,Tolerant,-33
Ostrya,,,,,,,,,
Ostrya virginiana,Perennial,Spring and Summer,Green,4.2,7.6,18,60,Tolerant,-38
Oxalis,,,,,,,,,
Oxalis corniculata,"Annual, Perennial",,,,,,,,
Oxalis dillenii,Perennial,,,,,,,,
Oxalis grandis,Annual,,,,,,,,
Oxalis montana,Perennial,,,,,,,,
Oxalis stricta,Perennial,,,,,,,,
Oxalis violacea,Perennial,,,,,,,,
Oxydendrum,,,,,,,,,
Oxydendrum arboreum,Perennial,Spring and Summer,Green,4,6.5,30,40,Tolerant,-13
Oxypolis,,,,,,,,,
Oxypolis canbyi,Perennial,,,,,,,,
Oxypolis rigidior,Perennial,,,,,,,,
Pachysandra,,,,,,,,,
Pachysandra terminalis,Perennial,Spring and Summer,Dark Green,5.5,7.5,36,60,Tolerant,-28
Packera,,,,,,,,,
Packera anonyma,Perennial,,,,,,,,
Packera antennariifolia,Perennial,,,,,,,,
Packera aurea,Perennial,Spring,Green,4.5,8.5,15,55,Tolerant,-43
Packera glabella,Annual,Spring,Green,4,7.5,30,50,Intolerant,32
Packera obovata,Perennial,,,,,,,,
Packera paupercula,Perennial,,,,,,,,
Packera tomentosa,Perennial,,,,,,,,
Panax,,,,,,,,,
Panax quinquefolius,Perennial,,,,,,,,
Panax trifolius,Perennial,,,,,,,,
Panicum,,,,,,,,,
Panicum amarum,Perennial,Summer,Green,5,7.5,18,60,Intolerant,-18
Panicum amarum var. amarulum,Perennial,,,,,,,,
Panicum amarum var. amarum,Perennial,,,,,,,,
Panicum anceps,Perennial,,,,,,,,
Panicum capillare,Annual,,,,,,,,
Panicum dichotomiflorum,Annual,Summer and Fall,Green,4.8,7,20,65,Intolerant,-43
Panicum dichotomiflorum var. dichotomiflorum,Annual,,,,,,,,
Panicum flexile,Annual,,,,,,,,
Panicum gattingeri,Annual,,,,,,,,
Panicum hemitomon,Perennial,,,,,,,,
Panicum miliaceum,Annual,Summer,Green,5.8,6.8,25,50,Intolerant,47
Panicum miliaceum ssp. miliaceum,Annual,,,,,,,,
Panicum paludosum,Perennial,,,,,,,,
Panicum philadelphicum,Annual,,,,,,,,
Panicum psilopodium,Annual,,,,,,,,
Panicum rigidulum,Perennial,Summer,Green,5,7.5,32,64,Intolerant,-33
Panicum rigidulum var. combsii,Perennial,,,,,,,,
Panicum rigidulum var. elongatum,Perennial,,,,,,,,
Panicum rigidulum var. pubescens,Perennial,,,,,,,,
Panicum rigidulum var. rigidulum,Perennial,,,,,,,,
Panicum verrucosum,Annual,,,,,,,,
Panicum virgatum,Perennial,Summer,Green,4.5,8,12,60,Intolerant,-43
Panicum virgatum var. spissum,Perennial,,,,,,,,
Panicum virgatum var. virgatum,Perennial,,,,,,,,
Papaver,,,,,,,,,
Papaver argemone,Annual,,,,,,,,
Papaver dubium,Annual,,,,,,,,
Papaver nudicaule,Perennial,,,,,,,,
Papaver nudicaule ssp. americanum,Perennial,,,,,,,,
Papaver orientale,Perennial,,,,,,,,
Papaver rhoeas,Annual,,,,,,,,
Papaver somniferum,Annual,,,,,,,,
Parapholis,,,,,,,,,
Parapholis incurva,Annual,,,,,,,,
Parietaria,,,,,,,,,
Parietaria floridana,Annual,,,,,,,,
Parietaria pensylvanica,Annual,,,,,,,,
Parnassia,,,,,,,,,
Parnassia asarifolia,Perennial,,,,,,,,
Paronychia,,,,,,,,,
Paronychia argyrocoma,Perennial,,,,,,,,
Paronychia canadensis,Annual,,,,,,,,
Paronychia fastigiata,Annual,,,,,,,,
Paronychia fastigiata var. fastigiata,Annual,,,,,,,,
Paronychia fastigiata var. paleacea,Annual,,,,,,,,
Paronychia montana,Annual,,,,,,,,
Paronychia virginica,Perennial,,,,,,,,
Parthenium,,,,,,,,,
Parthenium auriculatum,Perennial,,,,,,,,
Parthenium hysterophorus,Annual,,,,,,,,
Parthenium integrifolium,Perennial,,,,,,,,
Parthenium integrifolium var. integrifolium,Perennial,,,,,,,,
Parthenocissus,,,,,,,,,
Parthenocissus quinquefolia,Perennial,Spring and Summer,Green,5,7.5,32,60,Intermediate,-28
Parthenocissus tricuspidata,Perennial,Spring and Summer,Dark Green,5,6.5,35,60,Tolerant,-28
Paspalum,,,,,,,,,
Paspalum boscianum,Annual,,,,,,,,
Paspalum convexum,Annual,,,,,,,,
Paspalum dilatatum,Perennial,Spring,Green,4.9,6.5,35,60,Intermediate,-3
Paspalum dissectum,Perennial,,,,,,,,
Paspalum distichum,Perennial,"Spring, Summer, Fall",Green,4.9,8.9,30,64,Intolerant,-13
Paspalum floridanum,Perennial,,,,,,,,
Paspalum fluitans,Annual,Spring and Summer,Gray-Green,6,8.6,40,64,Intermediate,-23
Paspalum laeve,Perennial,Spring and Summer,Green,4.5,7.5,38,59,Intermediate,-13
Paspalum pubiflorum,Perennial,,,,,,,,
Paspalum scrobiculatum,"Annual, Perennial",,,,,,,,
Paspalum setaceum,Perennial,,,,,,,,
Passiflora,,,,,,,,,
Passiflora foetida,Annual,,,,,,,,
Passiflora foetida var. isthmia,Annual,,,,,,,,
Passiflora incarnata,Perennial,,,,,,,,
Passiflora lutea,Perennial,Spring,Green,4.5,8,38,60,Tolerant,-23
Pastinaca,,,,,,,,,
Pastinaca sativa,"Biennial, Perennial",,,,,,,,
Patis,Perennial,,,,,,,,
Patis racemosa,Perennial,,,,,,,,
Paulownia,,,,,,,,,
Paulownia tomentosa,Perennial,Spring and Summer,Green,4.5,7.5,30,55,Intolerant,-8
Paxistima,,,,,,,,,
Paxistima canbyi,Perennial,,,,,,,,
Pedicularis,,,,,,,,,
Pedicularis canadensis,Perennial,Spring and Summer,Gray-Green,4,7,34,60,Tolerant,-43
Pedicularis canadensis ssp. canadensis,Perennial,,,,,,,,
Pedicularis lanceolata,Perennial,,,,,,,,
Pellaea,,,,,,,,,
Pellaea atropurpurea,Perennial,,,,,,,,
Pellaea glabella,Perennial,,,,,,,,
Pellaea glabella ssp. glabella,Perennial,,,,,,,,
Peltandra,,,,,,,,,
Peltandra virginica,Perennial,Spring,Green,5,8.8,35,60,Intermediate,-23
Pennisetum,,,,,,,,,
Pennisetum glaucum,"Annual, Perennial",Summer,Green,5.5,6.8,30,50,Intolerant,-35
Penstemon,,,,,,,,,
Penstemon calycosus,Perennial,,,,,,,,
Penstemon canescens,Perennial,,,,,,,,
Penstemon digitalis,Perennial,Spring and Summer,Red,5.5,7,30,55,Tolerant,-38
Penstemon hirsutus,Perennial,,,,,,,,
Penstemon laevigatus,Perennial,,,,,,,,
Penstemon pallidus,Perennial,,,,,,,,
Penthorum,,,,,,,,,
Penthorum sedoides,Perennial,Spring,Green,5,7,30,50,Intermediate,-28
Perilla,,,,,,,,,
Perilla frutescens,Annual,,,,,,,,
Perilla frutescens var. frutescens,Annual,,,,,,,,
Persea,,,,,,,,,
Persea palustris,Perennial,Spring and Summer,Green,5,7,35,60,Intermediate,12
Petrorhagia,,,,,,,,,
Petrorhagia prolifera,Annual,,,,,,,,
Petroselinum,,,,,,,,,
Petroselinum crispum,"Annual, Biennial",,,,,,,,
Petunia,,,,,,,,,
Petunia axillaris,Annual,,,,,,,,
Phacelia,,,,,,,,,
Phacelia bipinnatifida,Biennial,,,,,,,,
Phacelia covillei,Annual,,,,,,,,
Phacelia dubia,Annual,,,,,,,,
Phacelia dubia var. dubia,Annual,,,,,,,,
Phacelia purshii,Annual,,,,,,,,
Phalaris,,,,,,,,,
Phalaris arundinacea,Perennial,"Spring, Summer, Fall",Green,5.5,8,30,65,Intolerant,-38
Phalaris canariensis,Annual,,,,,,,,
Phalaris caroliniana,Annual,,,,,,,,
Phalaris paradoxa,Annual,,,,,,,,
Phaseolus,,,,,,,,,
Phaseolus polystachios,Perennial,,,,,,,,
Phaseolus polystachios var. polystachios,Perennial,,,,,,,,
Phegopteris,,,,,,,,,
Phegopteris connectilis,Perennial,,,,,,,,
Phegopteris hexagonoptera,Perennial,,,,,,,,
Phemeranthus,,,,,,,,,
Phemeranthus teretifolius,Perennial,,,,,,,,
Philadelphus,,,,,,,,,
Philadelphus coronarius,Perennial,Spring and Summer,Green,5.3,7.5,35,50,Intolerant,-18
Philadelphus hirsutus,Perennial,,,,,,,,
Philadelphus inodorus,Perennial,,,,,,,,
Philadelphus pubescens,Perennial,,,,,,,,
Philadelphus pubescens var. intectus,Perennial,,,,,,,,
Phleum,,,,,,,,,
Phleum pratense,Perennial,Spring and Summer,Green,5,7.8,30,65,Intermediate,-43
Phleum subulatum,Annual,,,,,,,,
Phlox,,,,,,,,,
Phlox carolina,Perennial,,,,,,,,
Phlox carolina ssp. carolina,Perennial,,,,,,,,
Phlox divaricata,Perennial,Spring and Summer,Green,5.5,7.2,32,60,Intermediate,-33
Phlox divaricata ssp. divaricata,Perennial,,,,,,,,
Phlox divaricata ssp. laphamii,Perennial,,,,,,,,
Phlox drummondii,Annual,,,,,,,,
Phlox drummondii ssp. drummondii,Annual,,,,,,,,
Phlox glaberrima,Perennial,Spring and Summer,Green,5.8,7,32,50,Intermediate,-28
Phlox glaberrima ssp. triflora,Perennial,,,,,,,,
Phlox latifolia,Perennial,,,,,,,,
Phlox maculata,Perennial,,,,,,,,
Phlox maculata ssp. maculata,Perennial,"Spring, Summer, Fall",Green,5.9,6.8,30,55,Intolerant,-18
Phlox maculata ssp. pyramidalis,Perennial,,,,,,,,
Phlox paniculata,Perennial,,,,,,,,
Phlox pilosa,Perennial,,,,,,,,
Phlox pilosa ssp. pilosa,Perennial,,,,,,,,
Phlox stolonifera,Perennial,,,,,,,,
Phlox subulata,Perennial,"Spring, Summer, Fall",Green,5.7,7.5,34,60,Intermediate,-28
Phlox subulata ssp. brittonii,Perennial,,,,,,,,
Phlox subulata ssp. subulata,Perennial,,,,,,,,
Phoenix,,,,,,,,,
Phoenix dactylifera,Perennial,,,,,,,,
Phoradendron,,,,,,,,,
Phoradendron leucarpum,Perennial,,,,,,,,
Photinia,,,,,,,,,
Photinia floribunda,Perennial,,,,,,,,
Photinia melanocarpa,Perennial,,Red,4.4,6.5,24,80,Tolerant,24
Photinia pyrifolia,Perennial,Spring and Summer,Green,5.5,7.5,34,60,Intolerant,-18
Phragmites,,,,,,,,,
Phragmites australis,Perennial,Spring,Green,4.5,8.7,12,60,Intolerant,-38
Phragmites australis ssp. americanus,Perennial,,,,,,,,
Phragmites australis ssp. australis,Perennial,,,,,,,,
Phryma,,,,,,,,,
Phryma leptostachya,Perennial,,,,,,,,
Phyla,,,,,,,,,
Phyla lanceolata,Perennial,,,,,,,,
Phyla nodiflora,Perennial,Summer,Green,6,8.5,10,40,Intermediate,-18
Phyllanthus,,,,,,,,,
Phyllanthus caroliniensis,Annual,,,,,,,,
Phyllanthus caroliniensis ssp. caroliniensis,Annual,,,,,,,,
Phyllostachys,,,,,,,,,
Phyllostachys aurea,Perennial,"Spring, Summer, Fall",Green,5,7.5,35,65,Intolerant,-3
Phyllostachys bambusoides,Perennial,,,,,,,,
Phyllostachys flexuosa,Perennial,,,,,,,,
Physalis,,,,,,,,,
Physalis heterophylla,Perennial,,,,,,,,
Physalis heterophylla var. heterophylla,Perennial,,,,,,,,
Physalis longifolia,Perennial,,,,,,,,
Physalis longifolia var. subglabrata,Perennial,,,,,,,,
Physalis philadelphica,Annual,,,,,,,,
Physalis philadelphica var. immaculata,Annual,,,,,,,,
Physalis pubescens,Annual,,,,,,,,
Physalis pubescens var. integrifolia,Annual,,,,,,,,
Physalis pubescens var. pubescens,Annual,,,,,,,,
Physalis virginiana,Perennial,,,,,,,,
Physalis virginiana var. virginiana,Perennial,,,,,,,,
Physocarpus,,,,,,,,,
Physocarpus opulifolius,Perennial,Spring and Summer,Green,4.5,6.5,35,60,Intolerant,-33
Physocarpus opulifolius var. intermedius,Perennial,,,,,,,,
Physocarpus opulifolius var. opulifolius,Perennial,,,,,,,,
Physostegia,,,,,,,,,
Physostegia virginiana,Perennial,,,,,,,,
Physostegia virginiana ssp. virginiana,Perennial,,,,,,,,
Phytolacca,,,,,,,,,
Phytolacca americana,Perennial,Spring and Summer,Green,4.7,8,30,65,Tolerant,-33
Phytolacca americana var. americana,Perennial,,,,,,,,
Phytolacca bogotensis,Perennial,,,,,,,,
Phytolacca icosandra,Perennial,,,,,,,,
Picea,,,,,,,,,
Picea abies,Perennial,Spring and Summer,Dark Green,5,7,24,60,Intermediate,-38
Picea glauca,Perennial,Summer,Green,4,8.2,7,50,Intermediate,-65
Picea pungens,Perennial,Spring and Summer,Green,5.5,7.8,20,45,Intermediate,-38
Picea rubens,Perennial,Spring and Summer,Green,4,5.8,28,52,Tolerant,-47
Picris,,,,,,,,,
Picris echioides,Annual,,,,,,,,
Picris hieracioides,"Biennial, Perennial",,,,,,,,
Picris hieracioides ssp. hieracioides,"Biennial, Perennial",,,,,,,,
Pilea,,,,,,,,,
Pilea fontana,Annual,,,,,,,,
Pilea pumila,Annual,,,,,,,,
Pilea pumila var. pumila,Annual,,,,,,,,
Pimpinella,,,,,,,,,
Pimpinella saxifraga,Perennial,,,,,,,,
Pimpinella saxifraga ssp. saxifraga,Perennial,,,,,,,,
Pinellia,,,,,,,,,
Pinellia ternata,Perennial,,,,,,,,
Pinus,,,,,,,,,
Pinus echinata,Perennial,Spring and Summer,Green,4,6,34,65,Intolerant,-18
Pinus pungens,Perennial,Spring and Summer,Green,4.5,7,36,60,Intolerant,-18
Pinus resinosa,Perennial,Spring and Summer,Yellow-Green,4.5,6,15,60,Intolerant,-43
Pinus rigida,Perennial,Spring and Summer,Yellow-Green,3.5,5.1,37,56,Intolerant,-43
Pinus serotina,Perennial,Spring and Summer,Green,4.8,6.8,40,60,Intolerant,-3
Pinus strobus,Perennial,Spring and Summer,Dark Green,4,6.5,20,80,Intermediate,-33
Pinus sylvestris,Perennial,Spring and Summer,Green,5,7.5,24,45,Intolerant,-36
Pinus taeda,Perennial,Spring and Summer,Green,4,7,35,65,Intolerant,-8
Pinus virginiana,Perennial,Spring and Summer,Green,4.5,7.5,32,65,Intolerant,-23
Piptatherum,,,,,,,,,
Piptatherum miliaceum,Perennial,,,,,,,,
Piptochaetium,,,,,,,,,
Piptochaetium avenaceum,Perennial,,,,,,,,
Pistia,,,,,,,,,
Pistia stratiotes,Perennial,,,,,,,,
Pisum,,,,,,,,,
Pisum fulvum,Annual,,,,,,,,
Pityopsis,,,,,,,,,
Pityopsis graminifolia,Perennial,Spring and Summer,Green,5.8,7,32,55,Intermediate,-3
Pityopsis graminifolia var. latifolia,Perennial,,,,,,,,
Plantago,,,,,,,,,
Plantago aristata,"Annual, Perennial",,,,,,,,
Plantago cordata,Perennial,,,,,,,,
Plantago heterophylla,Annual,,,,,,,,
Plantago lanceolata,"Annual, Biennial, Perennial",,,,,,,,
